totalCount,rows._id,rows.devID,D0_ST,Start Time,ST.Hour,D1_ET,End Time,ET.Hour,Status,Downtime_Reason,Production,Duration,Production_Time,Downtime_Duration,Expected_Quantity,Quality,Date_Shift,Disconnected _Duration,Shift,Units_Rejected,Rejection_Reason,rows.data.fromVMS,Year,Month Name,Month Number,Day
119715,67c7f29eabe58805d35b72f7,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:59:30,11:59:30,11,05-03-2025 12:03:00,12:03:00,12,Downtime,Not Mentioned,0,210,0,210,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29eabe58805d35b72f6,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:57:30,11:57:30,11,05-03-2025 11:59:30,11:59:30,11,Production,Production,13,120,120,0,11,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29e337d5306be7a2dfe,HHPLOEE_B3_T_Timeline_E,05-03-2025 12:01:30,12:01:30,12,,,,Production,Production,65,730,730,0,67,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29e337d5306be7a2dfd,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:58:50,11:58:50,11,05-03-2025 12:01:30,12:01:30,12,Downtime,Not Mentioned,0,160,0,160,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29e337d5306be7a2dfc,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:58:30,11:58:30,11,05-03-2025 11:58:50,11:58:50,11,Disconnected,Disconnected,,20,0,0,0,nan,05-03-2025,20,A,0,,FALSE,2025,March,3,5
119715,67c7f29d9600da07cd51760f,HHPLOEE_B2_T_Timeline_E,05-03-2025 12:01:30,12:01:30,12,,,,Production,Production,63,720,720,0,76,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29d9600da07cd51760e,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:58:50,11:58:50,11,05-03-2025 12:01:30,12:01:30,12,Downtime,Not Mentioned,0,160,0,160,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29d9600da07cd51760d,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:58:30,11:58:30,11,05-03-2025 11:58:50,11:58:50,11,Disconnected,Disconnected,,20,0,0,0,nan,05-03-2025,20,A,0,,FALSE,2025,March,3,5
119715,67c7f29d1967370511e6e335,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:59:00,11:59:00,11,,,,Production,Production,146,870,870,0,192,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29d1967370511e6e334,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:58:00,11:58:00,11,05-03-2025 11:59:00,11:59:00,11,Disconnected,Disconnected,,60,0,0,0,nan,05-03-2025,60,A,0,,FALSE,2025,March,3,5
119715,67c7f29d1967370511e6e333,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:57:40,11:57:40,11,05-03-2025 11:58:00,11:58:00,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29570f630048745b9e2,HHPLOEE_C2_T_Timeline_E,05-03-2025 12:05:10,12:05:10,12,,,,Production,Production,34,500,500,0,32,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29570f630048745b9e1,HHPLOEE_C2_T_Timeline_E,05-03-2025 12:04:00,12:04:00,12,05-03-2025 12:05:10,12:05:10,12,Downtime,Operator Inefficiency,0,70,0,70,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f29570f630048745b9e0,HHPLOEE_C2_T_Timeline_E,05-03-2025 11:57:40,11:57:40,11,05-03-2025 12:04:00,12:04:00,12,Production,Production,29,380,380,0,25,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f174e477b306bd27323f,HHPLOEE_A1_Timeline_E,05-03-2025 9:06:40,9:06:40,9,,,,Production,Production,1576,10920,10920,0,1560,100,05-03-2025,0,A,0,N/A,FALSE,2025,March,3,5
119715,67c7f174e477b306bd27323e,HHPLOEE_A1_Timeline_E,05-03-2025 9:05:50,9:05:50,9,05-03-2025 9:06:40,9:06:40,9,Downtime,Weilding Gun Setup,0,50,0,50,0,nan,05-03-2025,0,A,2,In Proper Weilding,FALSE,2025,March,3,5
119715,67c7f0c0e477b306bd273104,HHPLOEE_C2_T_Timeline_E,05-03-2025 11:57:30,11:57:30,11,05-03-2025 11:57:40,11:57:40,11,Disconnected,Operator Inefficiency,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7f0bac08be1048603c4db,HHPLOEE_C2_T_Timeline_E,05-03-2025 11:56:40,11:56:40,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Disconnected,,50,0,0,0,nan,05-03-2025,50,A,0,,FALSE,2025,March,3,5
119715,67c7f0bac08be1048603c4da,HHPLOEE_C2_T_Timeline_E,05-03-2025 11:56:20,11:56:20,11,05-03-2025 11:56:40,11:56:40,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f045c08be1048603c3bb,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:57:20,11:57:20,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Production,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7f04008635c05d2d1c895,HHPLOEE_F3_T_Timeline_E,05-03-2025 11:56:40,11:56:40,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Disconnected,,50,0,0,0,nan,05-03-2025,50,A,0,,FALSE,2025,March,3,5
119715,67c7f0311967370511e6de14,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:56:40,11:56:40,11,05-03-2025 11:57:20,11:57:20,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7f029c18ec105102f005a,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:56:50,11:56:50,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7f029c18ec105102f0059,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:56:30,11:56:30,11,05-03-2025 11:56:50,11:56:50,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f0299600da07cd5170ff,HHPLOEE_F3_T_Timeline_E,05-03-2025 11:56:20,11:56:20,11,05-03-2025 11:56:40,11:56:40,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7f028abe58805d35b6b8a,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:56:20,11:56:20,11,05-03-2025 11:56:40,11:56:40,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c660,HHPLOEE_D3_T_Timeline_E,05-03-2025 11:59:00,11:59:00,11,,,,Downtime,Not Mentioned,0,160,0,160,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c65f,HHPLOEE_D3_T_Timeline_E,05-03-2025 11:56:50,11:56:50,11,05-03-2025 11:59:00,11:59:00,11,Disconnected,Disconnected,,130,0,0,0,nan,05-03-2025,130,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c65e,HHPLOEE_D3_T_Timeline_E,05-03-2025 11:56:30,11:56:30,11,05-03-2025 11:56:50,11:56:50,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c65d,HHPLOEE_D3_T_Timeline_E,05-03-2025 11:53:00,11:53:00,11,05-03-2025 11:56:30,11:56:30,11,Disconnected,Disconnected,,210,0,0,0,nan,05-03-2025,210,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c65c,HHPLOEE_D3_T_Timeline_E,05-03-2025 11:49:10,11:49:10,11,05-03-2025 11:53:00,11:53:00,11,Downtime,Not Mentioned,0,230,0,230,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c65b,HHPLOEE_D3_T_Timeline_E,05-03-2025 11:48:30,11:48:30,11,05-03-2025 11:49:10,11:49:10,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c65a,HHPLOEE_D3_T_Timeline_E,05-03-2025 7:00:00,7:00:00,7,05-03-2025 11:48:30,11:48:30,11,Downtime,Not Mentioned,0,17310,0,17310,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efdd08635c05d2d1c659,HHPLOEE_D3_T_Timeline_E,04-03-2025 19:00:00,19:00:00,19,05-03-2025 7:00:00,7:00:00,7,Downtime,Not Mentioned,0,43200,0,43200,0,nan,04-03-2025,0,B,0,,FALSE,2025,March,3,4
119715,67c7efdd08635c05d2d1c658,HHPLOEE_D3_T_Timeline_E,04-03-2025 16:28:50,16:28:50,16,04-03-2025 19:00:00,19:00:00,19,Downtime,Not Mentioned,0,9070,0,9070,0,nan,04-03-2025,0,A,0,,FALSE,2025,March,3,4
119715,67c7efd91967370511e6dc40,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:57:40,11:57:40,11,05-03-2025 11:58:30,11:58:30,11,Production,Production,3,50,50,0,5,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efd8c08be1048603c02a,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:57:40,11:57:40,11,05-03-2025 11:58:30,11:58:30,11,Production,Production,4,50,50,0,5,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efd8c08be1048603c029,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:57:30,11:57:30,11,05-03-2025 11:57:40,11:57:40,11,Disconnected,Production,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbed,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:56:40,11:56:40,11,05-03-2025 11:57:40,11:57:40,11,Disconnected,Disconnected,,60,0,0,0,nan,05-03-2025,60,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbec,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:55:40,11:55:40,11,05-03-2025 11:56:40,11:56:40,11,Production,Production,4,60,60,0,6,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbeb,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:55:00,11:55:00,11,05-03-2025 11:55:40,11:55:40,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbea,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:54:40,11:54:40,11,05-03-2025 11:55:00,11:55:00,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbe9,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:54:20,11:54:20,11,05-03-2025 11:54:40,11:54:40,11,Disconnected,Disconnected,,20,0,0,0,nan,05-03-2025,20,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbe8,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:53:20,11:53:20,11,05-03-2025 11:54:20,11:54:20,11,Production,Production,5,60,60,0,6,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efd11967370511e6dbe7,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:52:40,11:52:40,11,05-03-2025 11:53:20,11:53:20,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd6,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:56:40,11:56:40,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Disconnected,,50,0,0,0,nan,05-03-2025,50,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd5,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:55:40,11:55:40,11,05-03-2025 11:56:40,11:56:40,11,Production,Production,5,60,60,0,6,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd4,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:55:00,11:55:00,11,05-03-2025 11:55:40,11:55:40,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd3,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:54:40,11:54:40,11,05-03-2025 11:55:00,11:55:00,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd2,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:54:20,11:54:20,11,05-03-2025 11:54:40,11:54:40,11,Disconnected,Disconnected,,20,0,0,0,nan,05-03-2025,20,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd1,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:53:20,11:53:20,11,05-03-2025 11:54:20,11:54:20,11,Production,Production,4,60,60,0,6,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7efcec18ec105102efdd0,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:53:00,11:53:00,11,05-03-2025 11:53:20,11:53:20,11,Disconnected,Disconnected,,20,0,0,0,nan,05-03-2025,20,A,0,,FALSE,2025,March,3,5
119715,67c7ef7fc08be1048603bd36,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:57:30,11:57:30,11,05-03-2025 11:57:40,11:57:40,11,Disconnected,Operator Inefficiency,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7ef7070f630048745ad8d,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:56:40,11:56:40,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Disconnected,,50,0,0,0,nan,05-03-2025,50,A,0,,FALSE,2025,March,3,5
119715,67c7ef7070f630048745ad8c,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:56:20,11:56:20,11,05-03-2025 11:56:40,11:56:40,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef65c18ec105102ef9fc,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:57:30,11:57:30,11,05-03-2025 11:57:40,11:57:40,11,Disconnected,Production,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7ef5ac18ec105102ef9f0,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:56:30,11:56:30,11,05-03-2025 11:57:30,11:57:30,11,Disconnected,Disconnected,,60,0,0,0,nan,05-03-2025,60,A,0,,FALSE,2025,March,3,5
119715,67c7ef5ac18ec105102ef9ef,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:56:10,11:56:10,11,05-03-2025 11:56:30,11:56:30,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef50e477b306bd2727dd,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:56:00,11:56:00,11,05-03-2025 11:56:10,11:56:10,11,Disconnected,Operator Inefficiency,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7ef46abe58805d35b6524,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:53:50,11:53:50,11,05-03-2025 11:56:00,11:56:00,11,Disconnected,Disconnected,,130,0,0,0,nan,05-03-2025,130,A,0,,FALSE,2025,March,3,5
119715,67c7ef46abe58805d35b6523,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:53:20,11:53:20,11,05-03-2025 11:53:50,11:53:50,11,Downtime,Operator Inefficiency,0,30,0,30,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef46abe58805d35b6522,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:52:50,11:52:50,11,05-03-2025 11:53:20,11:53:20,11,Disconnected,Disconnected,,30,0,0,0,nan,05-03-2025,30,A,0,,FALSE,2025,March,3,5
119715,67c7ef469600da07cd516ab8,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:49:30,11:49:30,11,05-03-2025 11:56:30,11:56:30,11,Disconnected,Disconnected,,420,0,0,0,nan,05-03-2025,420,A,0,,FALSE,2025,March,3,5
119715,67c7ef3b70f630048745ace8,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:55:00,11:55:00,11,05-03-2025 11:56:20,11:56:20,11,Disconnected,Disconnected,,80,0,0,0,nan,05-03-2025,80,A,0,,FALSE,2025,March,3,5
119715,67c7ef3ac08be1048603bbfe,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:49:10,11:49:10,11,05-03-2025 11:49:30,11:49:30,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef3ac08be1048603bbfd,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:48:30,11:48:30,11,05-03-2025 11:49:10,11:49:10,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7ef35c18ec105102ef9be,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:10:20,11:10:20,11,05-03-2025 11:48:30,11:48:30,11,Production,Production,338,2290,2290,0,342,100,05-03-2025,0,A,7,In Proper Weilding,FALSE,2025,March,3,5
119715,67c7ef35c18ec105102ef9bd,HHPLOEE_D2_T_Timeline_E,05-03-2025 11:07:50,11:07:50,11,05-03-2025 11:10:20,11:10:20,11,Downtime,Short Height,0,150,0,150,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef3570f630048745acdd,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:50:40,11:50:40,11,05-03-2025 11:52:50,11:52:50,11,Production,Production,20,130,130,0,29,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef3570f630048745acdc,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:50:30,11:50:30,11,05-03-2025 11:50:40,11:50:40,11,Disconnected,Production,,10,0,0,0,nan,05-03-2025,10,A,0,,FALSE,2025,March,3,5
119715,67c7ef339600da07cd516a9a,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:49:40,11:49:40,11,05-03-2025 11:50:30,11:50:30,11,Disconnected,Disconnected,,50,0,0,0,nan,05-03-2025,50,A,0,,FALSE,2025,March,3,5
119715,67c7ef339600da07cd516a99,HHPLOEE_E1_T_Timeline_E,05-03-2025 11:49:00,11:49:00,11,05-03-2025 11:49:40,11:49:40,11,Production,Operator Inefficiency,2,40,40,0,9,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef32c08be1048603bbf1,HHPLOEE_D2_T_Timeline_E,05-03-2025 10:35:30,10:35:30,10,05-03-2025 11:07:50,11:07:50,11,Production,Production,303,1940,1940,0,290,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef2c1967370511e6d7a3,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:54:10,11:54:10,11,05-03-2025 11:55:00,11:55:00,11,Production,Production,2,50,50,0,3,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef2c1967370511e6d7a2,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:53:50,11:53:50,11,05-03-2025 11:54:10,11:54:10,11,Disconnected,Disconnected,,20,0,0,0,nan,05-03-2025,20,A,0,,FALSE,2025,March,3,5
119715,67c7ef2ab4aa3507ceaeccff,HHPLOEE_C2_T_Timeline_E,05-03-2025 11:55:00,11:55:00,11,05-03-2025 11:56:20,11:56:20,11,Disconnected,Disconnected,,80,0,0,0,nan,05-03-2025,80,A,0,,FALSE,2025,March,3,5
119715,67c7ef2ab4aa3507ceaeccfe,HHPLOEE_C2_T_Timeline_E,05-03-2025 11:53:30,11:53:30,11,05-03-2025 11:55:00,11:55:00,11,Production,Operator Inefficiency,5,90,90,0,6,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef2570f630048745acbc,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:53:30,11:53:30,11,05-03-2025 11:53:50,11:53:50,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef24b4aa3507ceaeccf7,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:51:50,11:51:50,11,05-03-2025 11:53:00,11:53:00,11,Production,Production,6,70,70,0,7,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef24b4aa3507ceaeccf6,HHPLOEE_B2_T_Timeline_E,05-03-2025 11:51:10,11:51:10,11,05-03-2025 11:51:50,11:51:50,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7ef201967370511e6d78f,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:51:50,11:51:50,11,05-03-2025 11:52:40,11:52:40,11,Production,Production,4,50,50,0,5,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef201967370511e6d78e,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:51:10,11:51:10,11,05-03-2025 11:51:50,11:51:50,11,Disconnected,Disconnected,,40,0,0,0,nan,05-03-2025,40,A,0,,FALSE,2025,March,3,5
119715,67c7ef201967370511e6d78d,HHPLOEE_B3_T_Timeline_E,05-03-2025 11:50:40,11:50:40,11,05-03-2025 11:51:10,11:51:10,11,Production,Production,1,30,30,0,3,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef1f337d5306be7a224a,HHPLOEE_F3_T_Timeline_E,05-03-2025 11:55:10,11:55:10,11,05-03-2025 11:56:20,11:56:20,11,Disconnected,Disconnected,,70,0,0,0,nan,05-03-2025,70,A,0,,FALSE,2025,March,3,5
119715,67c7ef1ce477b306bd2727aa,HHPLOEE_F3_T_Timeline_E,05-03-2025 11:54:40,11:54:40,11,05-03-2025 11:55:10,11:55:10,11,Production,Production,1,30,30,0,3,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef1ce477b306bd2727a9,HHPLOEE_F3_T_Timeline_E,05-03-2025 11:52:50,11:52:50,11,05-03-2025 11:54:40,11:54:40,11,Disconnected,Disconnected,,110,0,0,0,nan,05-03-2025,110,A,0,,FALSE,2025,March,3,5
119715,67c7ef1b1967370511e6d781,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:55:00,11:55:00,11,05-03-2025 11:56:20,11:56:20,11,Disconnected,Disconnected,,80,0,0,0,nan,05-03-2025,80,A,0,,FALSE,2025,March,3,5
119715,67c7ef17337d5306be7a223a,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:54:40,11:54:40,11,05-03-2025 11:55:00,11:55:00,11,Downtime,Operator Inefficiency,0,20,0,20,0,nan,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ef17337d5306be7a2239,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:52:50,11:52:50,11,05-03-2025 11:54:40,11:54:40,11,Disconnected,Disconnected,,110,0,0,0,nan,05-03-2025,110,A,0,,FALSE,2025,March,3,5
119715,67c7ef0bc08be1048603bbc6,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:52:00,11:52:00,11,05-03-2025 11:52:50,11:52:50,11,Production,Production,3,50,50,0,4,100,05-03-2025,0,A,11,Crack Issue,FALSE,2025,March,3,5
119715,67c7ef0bc08be1048603bbc5,HHPLOEE_F2_T_Timeline_E,05-03-2025 11:49:50,11:49:50,11,05-03-2025 11:52:00,11:52:00,11,Disconnected,Disconnected,,130,0,0,0,nan,05-03-2025,130,A,0,,FALSE,2025,March,3,5
119715,67c7eeb71967370511e6d701,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:52:40,11:52:40,11,05-03-2025 11:53:30,11:53:30,11,Disconnected,Disconnected,,50,0,0,0,nan,05-03-2025,50,A,0,,FALSE,2025,March,3,5
119715,67c7eeb71967370511e6d700,HHPLOEE_C3_T_Timeline_E,05-03-2025 11:51:20,11:51:20,11,05-03-2025 11:52:40,11:52:40,11,Production,Production,4,80,80,0,5,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
119715,67c7ee9ee477b306bd272714,HHPLOEE_F3_T_Timeline_E,05-03-2025 11:52:00,11:52:00,11,05-03-2025 11:52:50,11:52:50,11,Production,Production,2,50,50,0,4,100,05-03-2025,0,A,0,,FALSE,2025,March,3,5
